type,lot,chemin,loc,sha256,symboles,statut
perimetre,7,workspaces/createur-de-fiches/runs/stellaris-stellarator-centrale-fusion/stages/04-extraits/output/stellaris-stellarator-centrale-fusion-extraits.md,36,6a6701cf9bc20908942862959b12a6f6b78a02485f4ec1ddea7b0f8a6bc25dc0,-1,todo
perimetre,7,workspaces/createur-de-fiches/runs/stellaris-stellarator-centrale-fusion/stages/05-connexions/output/stellaris-stellarator-centrale-fusion-connexions.md,12,8b844d1f11a08faf1175219299796f182edccad6383e828e1f37d83ffc588297,-1,todo
perimetre,7,workspaces/createur-de-fiches/runs/stellaris-stellarator-centrale-fusion/stages/06-relecture/output/stellaris-stellarator-centrale-fusion-verdict.md,38,eecc2597556edacaba0b609a846bd32c537b50f64874d278c026d15c4605c7e7,-1,todo
perimetre,7,workspaces/createur-de-fiches/runs/stellaris-stellarator-centrale-fusion/stages/07-publication/output/stellaris-stellarator-centrale-fusion-publication.md,28,ca154b1c6155b15773767a0dc8f8abc866117f0096ebd78d06350bf5c5d10c81,-1,todo
perimetre,7,workspaces/createur-de-fiches/setup/questionnaire.md,23,d381f4ea24f2ad7ab66ed5f04cab8db049c0efdf4fddf86b48f22dd81e508f1a,-1,todo
perimetre,7,workspaces/createur-de-fiches/shared/garde-fous.md,57,21b60c93ebd2697e0d468ca41074745ec83d4993db54516b19320499fd2fe03b,-1,todo
perimetre,7,workspaces/createur-de-fiches/shared/philum-mcp.md,101,cf999119590e512780eea310b224866c8a1ff6117ee52cee53188babe882284f,-1,todo
perimetre,7,workspaces/createur-de-fiches/shared/pieges-vecus.md,127,fb13862d3b7df692347f0f8359ca9c6f928cb407b2f1f162e3b3914abbffeda7,-1,todo
perimetre,7,workspaces/createur-de-fiches/shared/principes-editoriaux.md,71,c3dce83b5b4462293098a12145102d8dbe6d608ca6083fcc681756e5002c702d,-1,todo
perimetre,7,workspaces/createur-de-fiches/shared/style-redactionnel.md,55,61729684dee193ee4318f90e4d1ad12434898ea2ccf58a7e2b130ea60ee4e441,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/01-brief/CONTEXT.md,50,688ee3f824b6a1bbd384548202e3ac6f0bee8e2d8363c6caa4725fd56589e3ee,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/01-brief/output/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/02-sources-collectees/CONTEXT.md,57,e7b14a818a8e5da985979c75453cbefe1c3afa7d66037c017036f2bad40f4870,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/02-sources-collectees/output/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/03-annotations/CONTEXT.md,49,fc69f2a3e9b51323320375524e63d7d52637730a13dcca440c5c8f2640ee740b,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/03-annotations/output/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/04-extraits/CONTEXT.md,56,f8ebb16f153343e9ce85ade9caf0236b55c927cf8dbaed5e5ed0e5857fb6702b,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/04-extraits/output/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/04-extraits/references/verification-doi.md,41,0e15ee7229b716583acea41404b2f5297fabcb6abb61a83be56a5cd1829242e1,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/05-connexions/CONTEXT.md,50,d34d1545b608dd4d3b27d486b8e81a924a52e40e972268feac3486be66313be6,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/05-connexions/output/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/06-relecture/CONTEXT.md,57,bd5b9cd19e1205420e6d6d2db9fb7e98ea8eaf27cae5450b2082f0d6be71b685,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/06-relecture/output/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/07-publication/CONTEXT.md,54,ab81e76eaa898cac8f7c919612589fb748ab5c735f0c93f5b41991ea52f2fc6c,-1,todo
perimetre,7,workspaces/createur-de-fiches/stages/07-publication/output/.gitkeep,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,-1,todo
